node_index,transcript_id,protein_id,split,is_labeled,seed,workflow,target_column
735,ENST00000237353,ENSP00000237353.10,unlabeled,False,0,self_learning,NC3
736,ENST00000237380,ENSP00000237380.6,unlabeled,False,0,self_learning,NC3
737,ENST00000237455,ENSP00000237455.4,unlabeled,False,0,self_learning,NC3
738,ENST00000237530,ENSP00000237530.6,unlabeled,False,0,self_learning,NC3
739,ENST00000237596,ENSP00000237596.2,unlabeled,False,0,self_learning,NC3
740,ENST00000237623,ENSP00000237623.7,unlabeled,False,0,self_learning,NC3
741,ENST00000237654,ENSP00000237654.4,unlabeled,False,0,self_learning,NC3
742,ENST00000237822,ENSP00000237822.3,unlabeled,False,0,self_learning,NC3
743,ENST00000237853,ENSP00000237853.4,unlabeled,False,0,self_learning,NC3
744,ENST00000238112,ENSP00000238112.3,train,True,0,self_learning,NC3
745,ENST00000238146,ENSP00000238146.3,train,True,0,self_learning,NC3
746,ENST00000238379,ENSP00000238379.5,unlabeled,False,0,self_learning,NC3
747,ENST00000238497,ENSP00000238497.4,train,True,0,self_learning,NC3
748,ENST00000238561,ENSP00000238561.5,unlabeled,False,0,self_learning,NC3
749,ENST00000238616,ENSP00000238616.5,unlabeled,False,0,self_learning,NC3
750,ENST00000238618,ENSP00000238618.3,unlabeled,False,0,self_learning,NC3
751,ENST00000238647,ENSP00000238647.3,train,True,0,self_learning,NC3
752,ENST00000238667,ENSP00000238667.4,unlabeled,False,0,self_learning,NC3
753,ENST00000238714,ENSP00000238714.3,train,True,0,self_learning,NC3
754,ENST00000238721,ENSP00000238721.4,train,True,0,self_learning,NC3
755,ENST00000238738,ENSP00000238738.4,unlabeled,False,0,self_learning,NC3
756,ENST00000238788,ENSP00000238788.9,unlabeled,False,0,self_learning,NC3
757,ENST00000238789,ENSP00000238789.5,test,True,0,self_learning,NC3
758,ENST00000238823,ENSP00000238823.8,test,True,0,self_learning,NC3
759,ENST00000238831,ENSP00000238831.3,train,True,0,self_learning,NC3
760,ENST00000238856,0,unlabeled,False,0,self_learning,NC3
761,ENST00000238875,ENSP00000238875.4,train,True,0,self_learning,NC3
762,ENST00000238892,ENSP00000238892.3,train,True,0,self_learning,NC3
763,ENST00000238936,ENSP00000238936.3,unlabeled,False,0,self_learning,NC3
764,ENST00000238961,ENSP00000238961.3,unlabeled,False,0,self_learning,NC3
765,ENST00000239007,ENSP00000239007.7,unlabeled,False,0,self_learning,NC3
766,ENST00000239144,ENSP00000239144.4,val,True,0,self_learning,NC3
767,ENST00000239165,ENSP00000239165.7,unlabeled,False,0,self_learning,NC3
768,ENST00000239223,ENSP00000239223.3,unlabeled,False,0,self_learning,NC3
769,ENST00000239231,ENSP00000239231.6,test,True,0,self_learning,NC3
770,ENST00000239243,ENSP00000239243.5,train,True,0,self_learning,NC3
771,ENST00000239367,ENSP00000239367.2,train,True,0,self_learning,NC3
772,ENST00000239440,ENSP00000239440.4,unlabeled,False,0,self_learning,NC3
773,ENST00000239444,ENSP00000239444.2,unlabeled,False,0,self_learning,NC3
774,ENST00000239450,0,unlabeled,False,0,self_learning,NC3
775,ENST00000239451,ENSP00000239451.4,unlabeled,False,0,self_learning,NC3
776,ENST00000239461,ENSP00000239461.6,unlabeled,False,0,self_learning,NC3
777,ENST00000239690,ENSP00000239690.4,train,True,0,self_learning,NC3
778,ENST00000239830,ENSP00000239830.4,train,True,0,self_learning,NC3
779,ENST00000239878,ENSP00000239878.4,train,True,0,self_learning,NC3
780,ENST00000239882,ENSP00000239882.3,unlabeled,False,0,self_learning,NC3
781,ENST00000239891,ENSP00000239891.3,train,True,0,self_learning,NC3
782,ENST00000239906,0,unlabeled,False,0,self_learning,NC3
783,ENST00000239938,ENSP00000239938.4,unlabeled,False,0,self_learning,NC3
784,ENST00000240055,ENSP00000240055.3,unlabeled,False,0,self_learning,NC3
785,ENST00000240079,ENSP00000240079.6,train,True,0,self_learning,NC3
786,ENST00000240093,ENSP00000240093.3,unlabeled,False,0,self_learning,NC3
787,ENST00000240100,ENSP00000240100.2,unlabeled,False,0,self_learning,NC3
788,ENST00000240185,ENSP00000240185.4,train,True,0,self_learning,NC3
789,ENST00000240285,ENSP00000240285.5,val,True,0,self_learning,NC3
790,ENST00000240316,ENSP00000240316.4,train,True,0,self_learning,NC3
791,ENST00000240328,ENSP00000240328.3,unlabeled,False,0,self_learning,NC3
792,ENST00000240335,ENSP00000240335.1,unlabeled,False,0,self_learning,NC3
793,ENST00000240364,0,unlabeled,False,0,self_learning,NC3
794,ENST00000240423,ENSP00000240423.4,train,True,0,self_learning,NC3
795,ENST00000240488,ENSP00000240488.3,unlabeled,False,0,self_learning,NC3
796,ENST00000240587,ENSP00000240587.4,unlabeled,False,0,self_learning,NC3
797,ENST00000240651,ENSP00000240651.9,train,True,0,self_learning,NC3
798,ENST00000240719,0,unlabeled,False,0,self_learning,NC3
799,ENST00000240727,ENSP00000240727.5,unlabeled,False,0,self_learning,NC3
800,ENST00000240731,0,unlabeled,False,0,self_learning,NC3
801,ENST00000240851,ENSP00000240851.4,unlabeled,False,0,self_learning,NC3
802,ENST00000240922,ENSP00000240922.2,train,True,0,self_learning,NC3
803,ENST00000241014,ENSP00000241014.2,unlabeled,False,0,self_learning,NC3
804,ENST00000241051,0,unlabeled,False,0,self_learning,NC3
805,ENST00000241052,ENSP00000241052.4,train,True,0,self_learning,NC3
806,ENST00000241125,ENSP00000241125.3,unlabeled,False,0,self_learning,NC3
807,ENST00000241337,ENSP00000241337.4,unlabeled,False,0,self_learning,NC3
808,ENST00000241416,ENSP00000241416.7,unlabeled,False,0,self_learning,NC3
809,ENST00000241436,0,unlabeled,False,0,self_learning,NC3
810,ENST00000241453,ENSP00000241453.7,unlabeled,False,0,self_learning,NC3
811,ENST00000241463,ENSP00000241463.5,unlabeled,False,0,self_learning,NC3
812,ENST00000241502,ENSP00000241502.3,train,True,0,self_learning,NC3
813,ENST00000241704,ENSP00000241704.7,train,True,0,self_learning,NC3
814,ENST00000242057,ENSP00000242057.4,unlabeled,False,0,self_learning,NC3
815,ENST00000242108,ENSP00000242108.4,val,True,0,self_learning,NC3
816,ENST00000242159,ENSP00000242159.3,unlabeled,False,0,self_learning,NC3
817,ENST00000242208,ENSP00000242208.4,unlabeled,False,0,self_learning,NC3
818,ENST00000242209,ENSP00000242209.4,train,True,0,self_learning,NC3
819,ENST00000242248,ENSP00000242248.5,unlabeled,False,0,self_learning,NC3
820,ENST00000242257,ENSP00000242257.8,unlabeled,False,0,self_learning,NC3
821,ENST00000242261,ENSP00000242261.5,unlabeled,False,0,self_learning,NC3
822,ENST00000242317,ENSP00000242317.4,unlabeled,False,0,self_learning,NC3
823,ENST00000242351,ENSP00000242351.5,train,True,0,self_learning,NC3
824,ENST00000242480,ENSP00000242480.3,unlabeled,False,0,self_learning,NC3
825,ENST00000242505,0,unlabeled,False,0,self_learning,NC3
826,ENST00000242576,ENSP00000242576.3,train,True,0,self_learning,NC3
827,ENST00000242591,ENSP00000242591.5,train,True,0,self_learning,NC3
828,ENST00000242592,ENSP00000242592.4,train,True,0,self_learning,NC3
829,ENST00000242719,ENSP00000242719.3,train,True,0,self_learning,NC3
830,ENST00000242728,ENSP00000242728.4,unlabeled,False,0,self_learning,NC3
831,ENST00000242776,ENSP00000242776.3,test,True,0,self_learning,NC3
832,ENST00000242784,ENSP00000242784.3,train,True,0,self_learning,NC3
833,ENST00000242786,ENSP00000242786.4,val,True,0,self_learning,NC3
834,ENST00000242804,0,unlabeled,False,0,self_learning,NC3
835,ENST00000242827,ENSP00000242827.6,unlabeled,False,0,self_learning,NC3
836,ENST00000242839,ENSP00000242839.5,train,True,0,self_learning,NC3
837,ENST00000243045,ENSP00000243045.5,unlabeled,False,0,self_learning,NC3
838,ENST00000243050,ENSP00000243050.1,unlabeled,False,0,self_learning,NC3
839,ENST00000243052,ENSP00000243052.3,unlabeled,False,0,self_learning,NC3
840,ENST00000243056,ENSP00000243056.3,unlabeled,False,0,self_learning,NC3
841,ENST00000243077,ENSP00000243077.3,val,True,0,self_learning,NC3
842,ENST00000243103,ENSP00000243103.3,unlabeled,False,0,self_learning,NC3
843,ENST00000243108,ENSP00000243108.4,unlabeled,False,0,self_learning,NC3
844,ENST00000243167,ENSP00000243167.8,unlabeled,False,0,self_learning,NC3
845,ENST00000243189,ENSP00000243189.7,unlabeled,False,0,self_learning,NC3
846,ENST00000243253,ENSP00000243253.3,unlabeled,False,0,self_learning,NC3
847,ENST00000243298,ENSP00000243298.2,unlabeled,False,0,self_learning,NC3
848,ENST00000243326,ENSP00000243326.4,val,True,0,self_learning,NC3
849,ENST00000243344,ENSP00000243344.7,unlabeled,False,0,self_learning,NC3
850,ENST00000243346,ENSP00000243346.5,unlabeled,False,0,self_learning,NC3
851,ENST00000243349,ENSP00000243349.7,unlabeled,False,0,self_learning,NC3
852,ENST00000243389,ENSP00000243389.3,unlabeled,False,0,self_learning,NC3
853,ENST00000243440,ENSP00000243440.1,unlabeled,False,0,self_learning,NC3
854,ENST00000243498,ENSP00000243498.5,unlabeled,False,0,self_learning,NC3
855,ENST00000243501,ENSP00000243501.5,unlabeled,False,0,self_learning,NC3
856,ENST00000243563,ENSP00000243563.2,train,True,0,self_learning,NC3
857,ENST00000243578,ENSP00000243578.2,unlabeled,False,0,self_learning,NC3
858,ENST00000243644,ENSP00000243644.3,unlabeled,False,0,self_learning,NC3
859,ENST00000243662,ENSP00000243662.5,unlabeled,False,0,self_learning,NC3
860,ENST00000243706,ENSP00000243706.4,val,True,0,self_learning,NC3
861,ENST00000243776,ENSP00000243776.6,unlabeled,False,0,self_learning,NC3
862,ENST00000243786,ENSP00000243786.2,unlabeled,False,0,self_learning,NC3
863,ENST00000243878,0,unlabeled,False,0,self_learning,NC3
864,ENST00000243903,ENSP00000243903.4,train,True,0,self_learning,NC3
865,ENST00000243918,ENSP00000243918.5,unlabeled,False,0,self_learning,NC3
866,ENST00000243964,ENSP00000243964.4,unlabeled,False,0,self_learning,NC3
867,ENST00000243997,ENSP00000243997.3,unlabeled,False,0,self_learning,NC3
868,ENST00000244007,ENSP00000244007.3,train,True,0,self_learning,NC3
869,ENST00000244020,ENSP00000244020.3,unlabeled,False,0,self_learning,NC3
870,ENST00000244040,ENSP00000244040.3,test,True,0,self_learning,NC3
871,ENST00000244050,ENSP00000244050.2,unlabeled,False,0,self_learning,NC3
872,ENST00000244051,ENSP00000244051.1,train,True,0,self_learning,NC3
873,ENST00000244061,ENSP00000244061.2,train,True,0,self_learning,NC3
874,ENST00000244137,ENSP00000244137.5,unlabeled,False,0,self_learning,NC3
875,ENST00000244204,ENSP00000244204.5,unlabeled,False,0,self_learning,NC3
876,ENST00000244217,ENSP00000244217.5,train,True,0,self_learning,NC3
877,ENST00000244221,ENSP00000244221.8,train,True,0,self_learning,NC3
878,ENST00000244227,ENSP00000244227.3,unlabeled,False,0,self_learning,NC3
879,ENST00000244230,ENSP00000244230.2,train,True,0,self_learning,NC3
880,ENST00000244289,ENSP00000244289.3,unlabeled,False,0,self_learning,NC3
881,ENST00000244333,ENSP00000244333.2,unlabeled,False,0,self_learning,NC3
882,ENST00000244496,ENSP00000244496.5,train,True,0,self_learning,NC3
883,ENST00000244519,ENSP00000244519.2,unlabeled,False,0,self_learning,NC3
884,ENST00000244520,ENSP00000244520.5,unlabeled,False,0,self_learning,NC3
885,ENST00000244533,ENSP00000244533.3,unlabeled,False,0,self_learning,NC3
886,ENST00000244534,ENSP00000244534.6,train,True,0,self_learning,NC3
887,ENST00000244565,ENSP00000244565.3,unlabeled,False,0,self_learning,NC3
888,ENST00000244571,ENSP00000244571.4,train,True,0,self_learning,NC3
889,ENST00000244623,0,unlabeled,False,0,self_learning,NC3
890,ENST00000244728,ENSP00000244728.5,unlabeled,False,0,self_learning,NC3
891,ENST00000244745,ENSP00000244745.1,unlabeled,False,0,self_learning,NC3
892,ENST00000244763,ENSP00000244763.4,unlabeled,False,0,self_learning,NC3
893,ENST00000244766,ENSP00000244766.2,unlabeled,False,0,self_learning,NC3
894,ENST00000244769,ENSP00000244769.3,unlabeled,False,0,self_learning,NC3
895,ENST00000244815,ENSP00000244815.5,unlabeled,False,0,self_learning,NC3
896,ENST00000245185,ENSP00000245185.5,unlabeled,False,0,self_learning,NC3
897,ENST00000245206,ENSP00000245206.5,train,True,0,self_learning,NC3
898,ENST00000245304,ENSP00000245304.3,train,True,0,self_learning,NC3
899,ENST00000245407,ENSP00000245407.3,unlabeled,False,0,self_learning,NC3
900,ENST00000245414,ENSP00000245414.4,unlabeled,False,0,self_learning,NC3
901,ENST00000245451,ENSP00000245451.4,unlabeled,False,0,self_learning,NC3
902,ENST00000245479,ENSP00000245479.2,train,True,0,self_learning,NC3
903,ENST00000245539,ENSP00000245539.6,unlabeled,False,0,self_learning,NC3
904,ENST00000245543,ENSP00000245543.1,unlabeled,False,0,self_learning,NC3
905,ENST00000245544,ENSP00000245544.4,val,True,0,self_learning,NC3
906,ENST00000245552,ENSP00000245552.2,val,True,0,self_learning,NC3
907,ENST00000245564,ENSP00000245564.3,train,True,0,self_learning,NC3
908,ENST00000245680,ENSP00000245680.2,unlabeled,False,0,self_learning,NC3
909,ENST00000245787,ENSP00000245787.4,train,True,0,self_learning,NC3
910,ENST00000245796,ENSP00000245796.6,unlabeled,False,0,self_learning,NC3
911,ENST00000245812,ENSP00000245812.2,test,True,0,self_learning,NC3
912,ENST00000245816,ENSP00000245816.3,train,True,0,self_learning,NC3
913,ENST00000245817,ENSP00000245817.2,unlabeled,False,0,self_learning,NC3
914,ENST00000245838,ENSP00000245838.8,unlabeled,False,0,self_learning,NC3
915,ENST00000245903,ENSP00000245903.2,unlabeled,False,0,self_learning,NC3
916,ENST00000245907,ENSP00000245907.4,train,True,0,self_learning,NC3
917,ENST00000245908,ENSP00000245908.5,unlabeled,False,0,self_learning,NC3
918,ENST00000245925,ENSP00000245925.3,unlabeled,False,0,self_learning,NC3
919,ENST00000245932,ENSP00000245932.5,val,True,0,self_learning,NC3
920,ENST00000245934,ENSP00000245934.7,train,True,0,self_learning,NC3
921,ENST00000245957,0,unlabeled,False,0,self_learning,NC3
922,ENST00000246006,ENSP00000246006.4,unlabeled,False,0,self_learning,NC3
923,ENST00000246024,ENSP00000246024.2,train,True,0,self_learning,NC3
924,ENST00000246069,ENSP00000246069.6,val,True,0,self_learning,NC3
925,ENST00000246071,ENSP00000246071.6,train,True,0,self_learning,NC3
926,ENST00000246117,ENSP00000246117.3,val,True,0,self_learning,NC3
927,ENST00000246139,ENSP00000246139.5,unlabeled,False,0,self_learning,NC3
928,ENST00000246151,ENSP00000246151.4,train,True,0,self_learning,NC3
929,ENST00000246166,ENSP00000246166.2,unlabeled,False,0,self_learning,NC3
930,ENST00000246194,ENSP00000246194.3,train,True,0,self_learning,NC3
931,ENST00000246229,ENSP00000246229.4,unlabeled,False,0,self_learning,NC3
932,ENST00000246337,ENSP00000246337.4,train,True,0,self_learning,NC3
933,ENST00000246529,ENSP00000246529.3,unlabeled,False,0,self_learning,NC3
934,ENST00000246532,ENSP00000246532.1,unlabeled,False,0,self_learning,NC3
935,ENST00000246535,ENSP00000246535.1,train,True,0,self_learning,NC3
936,ENST00000246548,ENSP00000246548.3,train,True,0,self_learning,NC3
937,ENST00000246635,ENSP00000246635.3,unlabeled,False,0,self_learning,NC3
938,ENST00000246672,ENSP00000246672.3,unlabeled,False,0,self_learning,NC3
939,ENST00000246747,ENSP00000246747.4,train,True,0,self_learning,NC3
940,ENST00000246792,ENSP00000246792.2,unlabeled,False,0,self_learning,NC3
941,ENST00000246794,ENSP00000246794.4,unlabeled,False,0,self_learning,NC3
942,ENST00000246801,ENSP00000246801.2,unlabeled,False,0,self_learning,NC3
943,ENST00000246802,ENSP00000246802.4,train,True,0,self_learning,NC3
944,ENST00000246841,0,unlabeled,False,0,self_learning,NC3
945,ENST00000246868,ENSP00000246868.2,test,True,0,self_learning,NC3
946,ENST00000246912,ENSP00000246912.3,train,True,0,self_learning,NC3
947,ENST00000246914,ENSP00000246914.4,unlabeled,False,0,self_learning,NC3
948,ENST00000246957,ENSP00000246957.5,train,True,0,self_learning,NC3
949,ENST00000247001,ENSP00000247001.3,train,True,0,self_learning,NC3
950,ENST00000247003,ENSP00000247003.3,val,True,0,self_learning,NC3
951,ENST00000247005,ENSP00000247005.5,unlabeled,False,0,self_learning,NC3
952,ENST00000247020,ENSP00000247020.3,train,True,0,self_learning,NC3
953,ENST00000247026,ENSP00000247026.5,train,True,0,self_learning,NC3
954,ENST00000247138,ENSP00000247138.5,unlabeled,False,0,self_learning,NC3
955,ENST00000247153,ENSP00000247153.3,unlabeled,False,0,self_learning,NC3
956,ENST00000247178,ENSP00000247178.5,unlabeled,False,0,self_learning,NC3
957,ENST00000247191,ENSP00000247191.2,train,True,0,self_learning,NC3
958,ENST00000247194,ENSP00000247194.4,train,True,0,self_learning,NC3
959,ENST00000247226,ENSP00000247226.8,unlabeled,False,0,self_learning,NC3
960,ENST00000247291,0,unlabeled,False,0,self_learning,NC3
961,ENST00000247461,ENSP00000247461.4,unlabeled,False,0,self_learning,NC3
962,ENST00000247665,ENSP00000247665.10,train,True,0,self_learning,NC3
963,ENST00000247668,ENSP00000247668.2,train,True,0,self_learning,NC3
964,ENST00000247706,ENSP00000247706.2,unlabeled,False,0,self_learning,NC3
965,ENST00000247815,ENSP00000247815.5,unlabeled,False,0,self_learning,NC3
966,ENST00000247843,ENSP00000247843.2,train,True,0,self_learning,NC3
967,ENST00000247879,ENSP00000247879.2,unlabeled,False,0,self_learning,NC3
968,ENST00000247881,0,unlabeled,False,0,self_learning,NC3
969,ENST00000247883,0,unlabeled,False,0,self_learning,NC3
970,ENST00000247930,ENSP00000247930.4,unlabeled,False,0,self_learning,NC3
971,ENST00000247933,ENSP00000247933.4,unlabeled,False,0,self_learning,NC3
972,ENST00000247956,0,unlabeled,False,0,self_learning,NC3
973,ENST00000247970,ENSP00000247970.5,train,True,0,self_learning,NC3
974,ENST00000247977,ENSP00000247977.3,train,True,0,self_learning,NC3
975,ENST00000247986,ENSP00000247986.2,unlabeled,False,0,self_learning,NC3
976,ENST00000248071,ENSP00000248071.5,unlabeled,False,0,self_learning,NC3
977,ENST00000248098,ENSP00000248098.3,unlabeled,False,0,self_learning,NC3
978,ENST00000248114,ENSP00000248114.6,train,True,0,self_learning,NC3
979,ENST00000248121,ENSP00000248121.2,unlabeled,False,0,self_learning,NC3
980,ENST00000248139,ENSP00000248139.3,unlabeled,False,0,self_learning,NC3
981,ENST00000248211,ENSP00000248211.6,unlabeled,False,0,self_learning,NC3
982,ENST00000248248,ENSP00000248248.3,train,True,0,self_learning,NC3
983,ENST00000248306,0,unlabeled,False,0,self_learning,NC3
984,ENST00000248437,ENSP00000248437.4,train,True,0,self_learning,NC3
985,ENST00000248553,ENSP00000248553.6,train,True,0,self_learning,NC3
986,ENST00000248564,ENSP00000248564.4,unlabeled,False,0,self_learning,NC3
987,ENST00000248572,ENSP00000248572.5,unlabeled,False,0,self_learning,NC3
988,ENST00000248594,ENSP00000248594.6,val,True,0,self_learning,NC3
989,ENST00000248600,ENSP00000248600.1,unlabeled,False,0,self_learning,NC3
990,ENST00000248633,ENSP00000248633.4,train,True,0,self_learning,NC3
991,ENST00000248701,0,unlabeled,False,0,self_learning,NC3
992,ENST00000248706,ENSP00000248706.3,unlabeled,False,0,self_learning,NC3
993,ENST00000248846,ENSP00000248846.5,train,True,0,self_learning,NC3
994,ENST00000248879,ENSP00000248879.2,unlabeled,False,0,self_learning,NC3
995,ENST00000248929,ENSP00000248929.8,unlabeled,False,0,self_learning,NC3
996,ENST00000248958,ENSP00000248958.4,train,True,0,self_learning,NC3
997,ENST00000248975,ENSP00000248975.5,train,True,0,self_learning,NC3
998,ENST00000249014,ENSP00000249014.4,train,True,0,self_learning,NC3
999,ENST00000249041,ENSP00000249041.2,unlabeled,False,0,self_learning,NC3
1000,ENST00000249064,ENSP00000249064.4,train,True,0,self_learning,NC3
1001,ENST00000249066,ENSP00000249066.6,unlabeled,False,0,self_learning,NC3
1002,ENST00000249269,ENSP00000249269.4,val,True,0,self_learning,NC3
1003,ENST00000249289,0,unlabeled,False,0,self_learning,NC3
1004,ENST00000249299,ENSP00000249299.2,val,True,0,self_learning,NC3
1005,ENST00000249330,ENSP00000249330.2,unlabeled,False,0,self_learning,NC3
1006,ENST00000249344,ENSP00000249344.2,unlabeled,False,0,self_learning,NC3
1007,ENST00000249356,ENSP00000249356.3,train,True,0,self_learning,NC3
1008,ENST00000249363,ENSP00000249363.3,unlabeled,False,0,self_learning,NC3
1009,ENST00000249373,ENSP00000249373.3,unlabeled,False,0,self_learning,NC3
1010,ENST00000249442,ENSP00000249442.6,unlabeled,False,0,self_learning,NC3
1011,ENST00000249499,ENSP00000249499.6,unlabeled,False,0,self_learning,NC3
1012,ENST00000249501,ENSP00000249501.4,unlabeled,False,0,self_learning,NC3
1013,ENST00000249504,ENSP00000249504.5,train,True,0,self_learning,NC3
1014,ENST00000249647,ENSP00000249647.3,train,True,0,self_learning,NC3
1015,ENST00000249700,ENSP00000249700.4,train,True,0,self_learning,NC3
1016,ENST00000249749,ENSP00000249749.5,unlabeled,False,0,self_learning,NC3
1017,ENST00000249750,ENSP00000249750.4,train,True,0,self_learning,NC3
1018,ENST00000249806,ENSP00000249806.5,unlabeled,False,0,self_learning,NC3
1019,ENST00000249837,ENSP00000249837.3,unlabeled,False,0,self_learning,NC3
1020,ENST00000249861,ENSP00000249861.4,unlabeled,False,0,self_learning,NC3
1021,ENST00000249910,ENSP00000249910.1,train,True,0,self_learning,NC3
1022,ENST00000249923,ENSP00000249923.3,unlabeled,False,0,self_learning,NC3
1023,ENST00000250003,ENSP00000250003.3,unlabeled,False,0,self_learning,NC3
1024,ENST00000250018,ENSP00000250018.2,unlabeled,False,0,self_learning,NC3
1025,ENST00000250024,ENSP00000250024.4,unlabeled,False,0,self_learning,NC3
1026,ENST00000250092,ENSP00000250092.6,unlabeled,False,0,self_learning,NC3
1027,ENST00000250101,ENSP00000250101.5,train,True,0,self_learning,NC3
1028,ENST00000250111,ENSP00000250111.4,unlabeled,False,0,self_learning,NC3
1029,ENST00000250113,ENSP00000250113.7,unlabeled,False,0,self_learning,NC3
1030,ENST00000250124,ENSP00000250124.6,unlabeled,False,0,self_learning,NC3
1031,ENST00000250237,ENSP00000250237.4,val,True,0,self_learning,NC3
1032,ENST00000250263,ENSP00000250263.7,unlabeled,False,0,self_learning,NC3
1033,ENST00000250340,ENSP00000250340.3,unlabeled,False,0,self_learning,NC3
1034,ENST00000250383,ENSP00000250383.7,unlabeled,False,0,self_learning,NC3
1035,ENST00000250405,ENSP00000250405.6,unlabeled,False,0,self_learning,NC3
1036,ENST00000250416,ENSP00000250416.5,test,True,0,self_learning,NC3
1037,ENST00000250448,ENSP00000250448.3,unlabeled,False,0,self_learning,NC3
1038,ENST00000250454,ENSP00000250454.3,train,True,0,self_learning,NC3
1039,ENST00000250457,ENSP00000250457.4,unlabeled,False,0,self_learning,NC3
1040,ENST00000250498,ENSP00000250498.4,train,True,0,self_learning,NC3
1041,ENST00000250535,ENSP00000250535.4,unlabeled,False,0,self_learning,NC3
1042,ENST00000250559,ENSP00000250559.9,unlabeled,False,0,self_learning,NC3
1043,ENST00000250617,ENSP00000250617.6,train,True,0,self_learning,NC3
1044,ENST00000250693,ENSP00000250693.1,unlabeled,False,0,self_learning,NC3
1045,ENST00000250699,ENSP00000250699.2,unlabeled,False,0,self_learning,NC3
1046,ENST00000250784,0,unlabeled,False,0,self_learning,NC3
1047,ENST00000250894,ENSP00000250894.4,unlabeled,False,0,self_learning,NC3
1048,ENST00000250916,ENSP00000250916.3,val,True,0,self_learning,NC3
1049,ENST00000251020,ENSP00000251020.4,unlabeled,False,0,self_learning,NC3
1050,ENST00000251038,ENSP00000251038.5,test,True,0,self_learning,NC3
1051,ENST00000251047,ENSP00000251047.4,train,True,0,self_learning,NC3
1052,ENST00000251076,ENSP00000251076.5,unlabeled,False,0,self_learning,NC3
1053,ENST00000251089,ENSP00000251089.3,train,True,0,self_learning,NC3
1054,ENST00000251108,ENSP00000251108.6,unlabeled,False,0,self_learning,NC3
1055,ENST00000251127,ENSP00000251127.6,unlabeled,False,0,self_learning,NC3
1056,ENST00000251143,0,unlabeled,False,0,self_learning,NC3
1057,ENST00000251170,ENSP00000251170.6,unlabeled,False,0,self_learning,NC3
1058,ENST00000251203,ENSP00000251203.5,unlabeled,False,0,self_learning,NC3
1059,ENST00000251241,ENSP00000251241.4,test,True,0,self_learning,NC3
1060,ENST00000251250,0,unlabeled,False,0,self_learning,NC3
1061,ENST00000251269,0,unlabeled,False,0,self_learning,NC3
1062,ENST00000251287,ENSP00000251287.1,unlabeled,False,0,self_learning,NC3
1063,ENST00000251296,ENSP00000251296.1,unlabeled,False,0,self_learning,NC3
1064,ENST00000251363,ENSP00000251363.5,unlabeled,False,0,self_learning,NC3
1065,ENST00000251412,ENSP00000251412.6,unlabeled,False,0,self_learning,NC3
1066,ENST00000251413,ENSP00000251413.2,unlabeled,False,0,self_learning,NC3
1067,ENST00000251453,ENSP00000251453.2,train,True,0,self_learning,NC3
1068,ENST00000251472,ENSP00000251472.3,unlabeled,False,0,self_learning,NC3
1069,ENST00000251473,ENSP00000251473.4,unlabeled,False,0,self_learning,NC3
1070,ENST00000251481,ENSP00000251481.6,unlabeled,False,0,self_learning,NC3
1071,ENST00000251496,ENSP00000251496.2,val,True,0,self_learning,NC3
1072,ENST00000251507,ENSP00000251507.4,unlabeled,False,0,self_learning,NC3
1073,ENST00000251535,ENSP00000251535.6,unlabeled,False,0,self_learning,NC3
1074,ENST00000251582,ENSP00000251582.7,unlabeled,False,0,self_learning,NC3
1075,ENST00000251588,ENSP00000251588.2,train,True,0,self_learning,NC3
1076,ENST00000251607,ENSP00000251607.6,unlabeled,False,0,self_learning,NC3
1077,ENST00000251636,ENSP00000251636.5,test,True,0,self_learning,NC3
1078,ENST00000251642,ENSP00000251642.3,unlabeled,False,0,self_learning,NC3
1079,ENST00000251654,ENSP00000251654.4,unlabeled,False,0,self_learning,NC3
1080,ENST00000251691,ENSP00000251691.4,unlabeled,False,0,self_learning,NC3
1081,ENST00000251775,ENSP00000251775.4,train,True,0,self_learning,NC3
1082,ENST00000251809,ENSP00000251809.3,val,True,0,self_learning,NC3
1083,ENST00000251810,ENSP00000251810.3,unlabeled,False,0,self_learning,NC3
1084,ENST00000251822,ENSP00000251822.7,unlabeled,False,0,self_learning,NC3
1085,ENST00000251871,ENSP00000251871.3,train,True,0,self_learning,NC3
1086,ENST00000251900,ENSP00000251900.4,train,True,0,self_learning,NC3
1087,ENST00000251968,ENSP00000251968.3,train,True,0,self_learning,NC3
1088,ENST00000252011,ENSP00000252011.3,train,True,0,self_learning,NC3
1089,ENST00000252015,ENSP00000252015.2,unlabeled,False,0,self_learning,NC3
1090,ENST00000252050,ENSP00000252050.4,unlabeled,False,0,self_learning,NC3
1091,ENST00000252085,0,unlabeled,False,0,self_learning,NC3
1092,ENST00000252087,ENSP00000252087.2,unlabeled,False,0,self_learning,NC3
1093,ENST00000252102,ENSP00000252102.5,test,True,0,self_learning,NC3
1094,ENST00000252108,ENSP00000252108.4,unlabeled,False,0,self_learning,NC3
1095,ENST00000252115,ENSP00000252115.5,unlabeled,False,0,self_learning,NC3
1096,ENST00000252137,ENSP00000252137.6,test,True,0,self_learning,NC3
1097,ENST00000252244,ENSP00000252244.3,train,True,0,self_learning,NC3
1098,ENST00000252288,ENSP00000252288.1,train,True,0,self_learning,NC3
1099,ENST00000252318,ENSP00000252318.2,unlabeled,False,0,self_learning,NC3
1100,ENST00000252338,ENSP00000252338.5,unlabeled,False,0,self_learning,NC3
