node_index,transcript_id,protein_id,split,is_labeled,seed,species,task,target_column
1342,ENSMUST00000025740,ENSMUSP00000025740,train,True,24,mouse,known,NC3
1343,ENSMUST00000025743,ENSMUSP00000025743,val,True,24,mouse,known,NC3
1344,ENSMUST00000025749,ENSMUSP00000025749,val,True,24,mouse,known,NC3
1345,ENSMUST00000025751,ENSMUSP00000025751,test,True,24,mouse,known,NC3
1346,ENSMUST00000025752,ENSMUSP00000025752,train,True,24,mouse,known,NC3
1347,ENSMUST00000025759,ENSMUSP00000025759,train,True,24,mouse,known,NC3
1348,ENSMUST00000025760,ENSMUSP00000025760,train,True,24,mouse,known,NC3
1349,ENSMUST00000025762,ENSMUSP00000025762,test,True,24,mouse,known,NC3
1350,ENSMUST00000025767,ENSMUSP00000025767,train,True,24,mouse,known,NC3
1351,ENSMUST00000025773,ENSMUSP00000025773,test,True,24,mouse,known,NC3
1352,ENSMUST00000025774,ENSMUSP00000025774,test,True,24,mouse,known,NC3
1353,ENSMUST00000025779,ENSMUSP00000025779,train,True,24,mouse,known,NC3
1354,ENSMUST00000025786,ENSMUSP00000025786,train,True,24,mouse,known,NC3
1355,ENSMUST00000025802,ENSMUSP00000025802,test,True,24,mouse,known,NC3
1356,ENSMUST00000025803,ENSMUSP00000025803,train,True,24,mouse,known,NC3
1357,ENSMUST00000025815,ENSMUSP00000025815,test,True,24,mouse,known,NC3
1358,ENSMUST00000025818,ENSMUSP00000025818,train,True,24,mouse,known,NC3
1359,ENSMUST00000025823,ENSMUSP00000025823,train,True,24,mouse,known,NC3
1360,ENSMUST00000025827,ENSMUSP00000025827,train,True,24,mouse,known,NC3
1361,ENSMUST00000025833,ENSMUSP00000025833,train,True,24,mouse,known,NC3
1362,ENSMUST00000025835,ENSMUSP00000025835,train,True,24,mouse,known,NC3
1363,ENSMUST00000025836,ENSMUSP00000025836,train,True,24,mouse,known,NC3
1364,ENSMUST00000025847,ENSMUSP00000025847,val,True,24,mouse,known,NC3
1365,ENSMUST00000025851,ENSMUSP00000025851,train,True,24,mouse,known,NC3
1366,ENSMUST00000025867,ENSMUSP00000025867,train,True,24,mouse,known,NC3
1367,ENSMUST00000025893,ENSMUSP00000025893,train,True,24,mouse,known,NC3
1368,ENSMUST00000025897,ENSMUSP00000025897,train,True,24,mouse,known,NC3
1369,ENSMUST00000025904,ENSMUSP00000025904,test,True,24,mouse,known,NC3
1370,ENSMUST00000025910,ENSMUSP00000025910,train,True,24,mouse,known,NC3
1371,ENSMUST00000025912,ENSMUSP00000025912,train,True,24,mouse,known,NC3
1372,ENSMUST00000025918,ENSMUSP00000025918,train,True,24,mouse,known,NC3
1373,ENSMUST00000025924,ENSMUSP00000025924,train,True,24,mouse,known,NC3
1374,ENSMUST00000025930,ENSMUSP00000025930,test,True,24,mouse,known,NC3
1375,ENSMUST00000025932,ENSMUSP00000025932,train,True,24,mouse,known,NC3
1376,ENSMUST00000025955,ENSMUSP00000025955,train,True,24,mouse,known,NC3
1377,ENSMUST00000025957,ENSMUSP00000025957,train,True,24,mouse,known,NC3
1378,ENSMUST00000025961,ENSMUSP00000025961,train,True,24,mouse,known,NC3
1379,ENSMUST00000025963,ENSMUSP00000025963,train,True,24,mouse,known,NC3
1380,ENSMUST00000025965,ENSMUSP00000025965,train,True,24,mouse,known,NC3
1381,ENSMUST00000025979,ENSMUSP00000025979,train,True,24,mouse,known,NC3
1382,ENSMUST00000026009,ENSMUSP00000026009,train,True,24,mouse,known,NC3
1383,ENSMUST00000026011,ENSMUSP00000026011,train,True,24,mouse,known,NC3
1384,ENSMUST00000026013,ENSMUSP00000026013,train,True,24,mouse,known,NC3
1385,ENSMUST00000026016,ENSMUSP00000026016,train,True,24,mouse,known,NC3
1386,ENSMUST00000026027,ENSMUSP00000026027,train,True,24,mouse,known,NC3
1387,ENSMUST00000026032,ENSMUSP00000026032,train,True,24,mouse,known,NC3
1388,ENSMUST00000026043,ENSMUSP00000026043,val,True,24,mouse,known,NC3
1389,ENSMUST00000026050,ENSMUSP00000026050,train,True,24,mouse,known,NC3
1390,ENSMUST00000026062,ENSMUSP00000026062,train,True,24,mouse,known,NC3
1391,ENSMUST00000026073,ENSMUSP00000026073,train,True,24,mouse,known,NC3
1392,ENSMUST00000026092,ENSMUSP00000026092,test,True,24,mouse,known,NC3
1393,ENSMUST00000026093,ENSMUSP00000026093,val,True,24,mouse,known,NC3
1394,ENSMUST00000026094,ENSMUSP00000026094,train,True,24,mouse,known,NC3
1395,ENSMUST00000026096,ENSMUSP00000026096,train,True,24,mouse,known,NC3
1396,ENSMUST00000026122,ENSMUSP00000026122,train,True,24,mouse,known,NC3
1397,ENSMUST00000026125,ENSMUSP00000026125,train,True,24,mouse,known,NC3
1398,ENSMUST00000026126,ENSMUSP00000026126,val,True,24,mouse,known,NC3
1399,ENSMUST00000026133,ENSMUSP00000026133,val,True,24,mouse,known,NC3
1400,ENSMUST00000026135,ENSMUSP00000026135,train,True,24,mouse,known,NC3
1401,ENSMUST00000026139,ENSMUSP00000026139,train,True,24,mouse,known,NC3
1402,ENSMUST00000026142,ENSMUSP00000026142,train,True,24,mouse,known,NC3
1403,ENSMUST00000026169,ENSMUSP00000026169,train,True,24,mouse,known,NC3
1404,ENSMUST00000026170,ENSMUSP00000026170,test,True,24,mouse,known,NC3
1405,ENSMUST00000026173,ENSMUSP00000026173,train,True,24,mouse,known,NC3
1406,ENSMUST00000026188,ENSMUSP00000026188,train,True,24,mouse,known,NC3
1407,ENSMUST00000026196,ENSMUSP00000026196,train,True,24,mouse,known,NC3
1408,ENSMUST00000026209,ENSMUSP00000026209,test,True,24,mouse,known,NC3
1409,ENSMUST00000026217,ENSMUSP00000026217,train,True,24,mouse,known,NC3
1410,ENSMUST00000026218,ENSMUSP00000026218,train,True,24,mouse,known,NC3
1411,ENSMUST00000026222,ENSMUSP00000026222,test,True,24,mouse,known,NC3
1412,ENSMUST00000026227,ENSMUSP00000026227,train,True,24,mouse,known,NC3
1413,ENSMUST00000026243,ENSMUSP00000026243,train,True,24,mouse,known,NC3
1414,ENSMUST00000026254,ENSMUSP00000026254,train,True,24,mouse,known,NC3
1415,ENSMUST00000026262,ENSMUSP00000026262,train,True,24,mouse,known,NC3
1416,ENSMUST00000026269,ENSMUSP00000026269,train,True,24,mouse,known,NC3
1417,ENSMUST00000026274,ENSMUSP00000026274,test,True,24,mouse,known,NC3
1418,ENSMUST00000026292,ENSMUSP00000026292,val,True,24,mouse,known,NC3
1419,ENSMUST00000026295,ENSMUSP00000026295,val,True,24,mouse,known,NC3
1420,ENSMUST00000026322,ENSMUSP00000026322,train,True,24,mouse,known,NC3
1421,ENSMUST00000026324,ENSMUSP00000026324,test,True,24,mouse,known,NC3
1422,ENSMUST00000026328,ENSMUSP00000026328,train,True,24,mouse,known,NC3
1423,ENSMUST00000026377,ENSMUSP00000026377,train,True,24,mouse,known,NC3
1424,ENSMUST00000026387,ENSMUSP00000026387,train,True,24,mouse,known,NC3
1425,ENSMUST00000026390,ENSMUSP00000026390,train,True,24,mouse,known,NC3
1426,ENSMUST00000026398,ENSMUSP00000026398,train,True,24,mouse,known,NC3
1427,ENSMUST00000026405,ENSMUSP00000026405,test,True,24,mouse,known,NC3
1428,ENSMUST00000026406,ENSMUSP00000026406,test,True,24,mouse,known,NC3
1429,ENSMUST00000026416,ENSMUSP00000026416,train,True,24,mouse,known,NC3
1430,ENSMUST00000026420,ENSMUSP00000026420,train,True,24,mouse,known,NC3
1431,ENSMUST00000026425,ENSMUSP00000026425,val,True,24,mouse,known,NC3
1432,ENSMUST00000026427,ENSMUSP00000026427,train,True,24,mouse,known,NC3
1433,ENSMUST00000026434,ENSMUSP00000026434,train,True,24,mouse,known,NC3
1434,ENSMUST00000026436,ENSMUSP00000026436,train,True,24,mouse,known,NC3
1435,ENSMUST00000026448,ENSMUSP00000026448,train,True,24,mouse,known,NC3
1436,ENSMUST00000026459,ENSMUSP00000026459,test,True,24,mouse,known,NC3
1437,ENSMUST00000026461,ENSMUSP00000026461,test,True,24,mouse,known,NC3
1438,ENSMUST00000026469,ENSMUSP00000026469,train,True,24,mouse,known,NC3
1439,ENSMUST00000026470,ENSMUSP00000026470,train,True,24,mouse,known,NC3
1440,ENSMUST00000026479,ENSMUSP00000026479,train,True,24,mouse,known,NC3
1441,ENSMUST00000026480,ENSMUSP00000026480,train,True,24,mouse,known,NC3
1442,ENSMUST00000026487,ENSMUSP00000026487,train,True,24,mouse,known,NC3
1443,ENSMUST00000026495,ENSMUSP00000026495,train,True,24,mouse,known,NC3
1444,ENSMUST00000026506,ENSMUSP00000026506,train,True,24,mouse,known,NC3
1445,ENSMUST00000026537,ENSMUSP00000026537,train,True,24,mouse,known,NC3
1446,ENSMUST00000026538,ENSMUSP00000026538,train,True,24,mouse,known,NC3
1447,ENSMUST00000026547,ENSMUSP00000026547,train,True,24,mouse,known,NC3
1448,ENSMUST00000026550,ENSMUSP00000026550,test,True,24,mouse,known,NC3
1449,ENSMUST00000026557,ENSMUSP00000026557,train,True,24,mouse,known,NC3
1450,ENSMUST00000026558,ENSMUSP00000026558,train,True,24,mouse,known,NC3
1451,ENSMUST00000026560,ENSMUSP00000026560,test,True,24,mouse,known,NC3
1452,ENSMUST00000026565,ENSMUSP00000026565,val,True,24,mouse,known,NC3
1453,ENSMUST00000026568,ENSMUSP00000026568,train,True,24,mouse,known,NC3
1454,ENSMUST00000026571,ENSMUSP00000026571,train,True,24,mouse,known,NC3
1455,ENSMUST00000026572,ENSMUSP00000026572,train,True,24,mouse,known,NC3
1456,ENSMUST00000026577,ENSMUSP00000026577,train,True,24,mouse,known,NC3
1457,ENSMUST00000026595,ENSMUSP00000026595,val,True,24,mouse,known,NC3
1458,ENSMUST00000026599,ENSMUSP00000026599,test,True,24,mouse,known,NC3
1459,ENSMUST00000026607,ENSMUSP00000026607,val,True,24,mouse,known,NC3
1460,ENSMUST00000026608,ENSMUSP00000026608,train,True,24,mouse,known,NC3
1461,ENSMUST00000026613,ENSMUSP00000026613,train,True,24,mouse,known,NC3
1462,ENSMUST00000026624,ENSMUSP00000026624,train,True,24,mouse,known,NC3
1463,ENSMUST00000026625,ENSMUSP00000026625,test,True,24,mouse,known,NC3
1464,ENSMUST00000026635,ENSMUSP00000026635,val,True,24,mouse,known,NC3
1465,ENSMUST00000026649,ENSMUSP00000026649,test,True,24,mouse,known,NC3
1466,ENSMUST00000026661,ENSMUSP00000026661,train,True,24,mouse,known,NC3
1467,ENSMUST00000026663,ENSMUSP00000026663,test,True,24,mouse,known,NC3
1468,ENSMUST00000026665,ENSMUSP00000026665,train,True,24,mouse,known,NC3
1469,ENSMUST00000026667,ENSMUSP00000026667,train,True,24,mouse,known,NC3
1470,ENSMUST00000026681,ENSMUSP00000026681,train,True,24,mouse,known,NC3
1471,ENSMUST00000026698,ENSMUSP00000026698,train,True,24,mouse,known,NC3
1472,ENSMUST00000026699,ENSMUSP00000026699,train,True,24,mouse,known,NC3
1473,ENSMUST00000026704,ENSMUSP00000026704,val,True,24,mouse,known,NC3
1474,ENSMUST00000026710,ENSMUSP00000026710,train,True,24,mouse,known,NC3
1475,ENSMUST00000026723,ENSMUSP00000026723,test,True,24,mouse,known,NC3
1476,ENSMUST00000026735,ENSMUSP00000026735,train,True,24,mouse,known,NC3
1477,ENSMUST00000026743,ENSMUSP00000026743,train,True,24,mouse,known,NC3
1478,ENSMUST00000026816,ENSMUSP00000026816,val,True,24,mouse,known,NC3
1479,ENSMUST00000026826,ENSMUSP00000026826,train,True,24,mouse,known,NC3
1480,ENSMUST00000026827,ENSMUSP00000026827,train,True,24,mouse,known,NC3
1481,ENSMUST00000026833,ENSMUSP00000026833,test,True,24,mouse,known,NC3
1482,ENSMUST00000026839,ENSMUSP00000026839,train,True,24,mouse,known,NC3
1483,ENSMUST00000026846,ENSMUSP00000026846,train,True,24,mouse,known,NC3
1484,ENSMUST00000026887,ENSMUSP00000026887,train,True,24,mouse,known,NC3
1485,ENSMUST00000026888,ENSMUSP00000026888,train,True,24,mouse,known,NC3
1486,ENSMUST00000026891,ENSMUSP00000026891,train,True,24,mouse,known,NC3
1487,ENSMUST00000026899,ENSMUSP00000026899,train,True,24,mouse,known,NC3
1488,ENSMUST00000026927,ENSMUSP00000026927,train,True,24,mouse,known,NC3
1489,ENSMUST00000026975,ENSMUSP00000026975,train,True,24,mouse,known,NC3
1490,ENSMUST00000026976,ENSMUSP00000026976,train,True,24,mouse,known,NC3
1491,ENSMUST00000026988,ENSMUSP00000026988,train,True,24,mouse,known,NC3
1492,ENSMUST00000026990,ENSMUSP00000026990,train,True,24,mouse,known,NC3
1493,ENSMUST00000026997,ENSMUSP00000026997,train,True,24,mouse,known,NC3
1494,ENSMUST00000027009,ENSMUSP00000027009,train,True,24,mouse,known,NC3
1495,ENSMUST00000027012,ENSMUSP00000027012,train,True,24,mouse,known,NC3
1496,ENSMUST00000027027,ENSMUSP00000027027,val,True,24,mouse,known,NC3
1497,ENSMUST00000027036,ENSMUSP00000027036,train,True,24,mouse,known,NC3
1498,ENSMUST00000027040,ENSMUSP00000027040,test,True,24,mouse,known,NC3
1499,ENSMUST00000027049,ENSMUSP00000027049,train,True,24,mouse,known,NC3
1500,ENSMUST00000027050,ENSMUSP00000027050,test,True,24,mouse,known,NC3
1501,ENSMUST00000027053,ENSMUSP00000027053,train,True,24,mouse,known,NC3
1502,ENSMUST00000027068,ENSMUSP00000027068,train,True,24,mouse,known,NC3
1503,ENSMUST00000027071,ENSMUSP00000027071,train,True,24,mouse,known,NC3
1504,ENSMUST00000027103,ENSMUSP00000027103,train,True,24,mouse,known,NC3
1505,ENSMUST00000027114,ENSMUSP00000027114,train,True,24,mouse,known,NC3
1506,ENSMUST00000027123,ENSMUSP00000027123,train,True,24,mouse,known,NC3
1507,ENSMUST00000027127,ENSMUSP00000027127,val,True,24,mouse,known,NC3
1508,ENSMUST00000027131,ENSMUSP00000027131,train,True,24,mouse,known,NC3
1509,ENSMUST00000027139,ENSMUSP00000027139,train,True,24,mouse,known,NC3
1510,ENSMUST00000027153,ENSMUSP00000027153,test,True,24,mouse,known,NC3
1511,ENSMUST00000027168,ENSMUSP00000027168,train,True,24,mouse,known,NC3
1512,ENSMUST00000027178,ENSMUSP00000027178,train,True,24,mouse,known,NC3
1513,ENSMUST00000027185,ENSMUSP00000027185,train,True,24,mouse,known,NC3
1514,ENSMUST00000027193,nan,train,True,24,mouse,known,NC3
1515,ENSMUST00000027198,ENSMUSP00000027198,train,True,24,mouse,known,NC3
1516,ENSMUST00000027247,ENSMUSP00000027247,train,True,24,mouse,known,NC3
1517,ENSMUST00000027252,ENSMUSP00000027252,test,True,24,mouse,known,NC3
1518,ENSMUST00000027256,ENSMUSP00000027256,train,True,24,mouse,known,NC3
1519,ENSMUST00000027266,ENSMUSP00000027266,train,True,24,mouse,known,NC3
1520,ENSMUST00000027267,ENSMUSP00000027267,train,True,24,mouse,known,NC3
1521,ENSMUST00000027271,ENSMUSP00000027271,train,True,24,mouse,known,NC3
1522,ENSMUST00000027286,ENSMUSP00000027286,test,True,24,mouse,known,NC3
1523,ENSMUST00000027302,ENSMUSP00000027302,train,True,24,mouse,known,NC3
1524,ENSMUST00000027303,ENSMUSP00000027303,test,True,24,mouse,known,NC3
1525,ENSMUST00000027312,ENSMUSP00000027312,test,True,24,mouse,known,NC3
1526,ENSMUST00000027322,ENSMUSP00000027322,train,True,24,mouse,known,NC3
1527,ENSMUST00000027338,ENSMUSP00000027338,train,True,24,mouse,known,NC3
1528,ENSMUST00000027339,ENSMUSP00000027339,train,True,24,mouse,known,NC3
1529,ENSMUST00000027356,ENSMUSP00000027356,train,True,24,mouse,known,NC3
1530,ENSMUST00000027357,ENSMUSP00000027357,val,True,24,mouse,known,NC3
1531,ENSMUST00000027358,ENSMUSP00000027358,train,True,24,mouse,known,NC3
1532,ENSMUST00000027367,ENSMUSP00000027367,val,True,24,mouse,known,NC3
1533,ENSMUST00000027373,ENSMUSP00000027373,train,True,24,mouse,known,NC3
1534,ENSMUST00000027379,ENSMUSP00000027379,train,True,24,mouse,known,NC3
1535,ENSMUST00000027381,ENSMUSP00000027381,train,True,24,mouse,known,NC3
1536,ENSMUST00000027384,ENSMUSP00000027384,val,True,24,mouse,known,NC3
1537,ENSMUST00000027393,ENSMUSP00000027393,val,True,24,mouse,known,NC3
1538,ENSMUST00000027394,ENSMUSP00000027394,val,True,24,mouse,known,NC3
1539,ENSMUST00000027396,ENSMUSP00000027396,val,True,24,mouse,known,NC3
1540,ENSMUST00000027401,ENSMUSP00000027401,test,True,24,mouse,known,NC3
1541,ENSMUST00000027414,ENSMUSP00000027414,test,True,24,mouse,known,NC3
1542,ENSMUST00000027421,ENSMUSP00000027421,train,True,24,mouse,known,NC3
1543,ENSMUST00000027425,ENSMUSP00000027425,train,True,24,mouse,known,NC3
1544,ENSMUST00000027432,ENSMUSP00000027432,train,True,24,mouse,known,NC3
1545,ENSMUST00000027438,ENSMUSP00000027438,val,True,24,mouse,known,NC3
1546,ENSMUST00000027444,ENSMUSP00000027444,train,True,24,mouse,known,NC3
1547,ENSMUST00000027464,ENSMUSP00000027464,train,True,24,mouse,known,NC3
1548,ENSMUST00000027475,ENSMUSP00000027475,test,True,24,mouse,known,NC3
1549,ENSMUST00000027478,ENSMUSP00000027478,train,True,24,mouse,known,NC3
1550,ENSMUST00000027492,ENSMUSP00000027492,test,True,24,mouse,known,NC3
1551,ENSMUST00000027493,ENSMUSP00000027493,test,True,24,mouse,known,NC3
1552,ENSMUST00000027494,ENSMUSP00000027494,train,True,24,mouse,known,NC3
1553,ENSMUST00000027498,ENSMUSP00000027498,train,True,24,mouse,known,NC3
1554,ENSMUST00000027502,ENSMUSP00000027502,train,True,24,mouse,known,NC3
1555,ENSMUST00000027503,ENSMUSP00000027503,val,True,24,mouse,known,NC3
1556,ENSMUST00000027505,ENSMUSP00000027505,train,True,24,mouse,known,NC3
1557,ENSMUST00000027521,ENSMUSP00000027521,train,True,24,mouse,known,NC3
1558,ENSMUST00000027532,ENSMUSP00000027532,train,True,24,mouse,known,NC3
1559,ENSMUST00000027534,ENSMUSP00000027534,train,True,24,mouse,known,NC3
1560,ENSMUST00000027554,ENSMUSP00000027554,train,True,24,mouse,known,NC3
1561,ENSMUST00000027579,ENSMUSP00000027579,train,True,24,mouse,known,NC3
1562,ENSMUST00000027581,ENSMUSP00000027581,test,True,24,mouse,known,NC3
1563,ENSMUST00000027587,ENSMUSP00000027587,train,True,24,mouse,known,NC3
1564,ENSMUST00000027592,ENSMUSP00000027592,test,True,24,mouse,known,NC3
1565,ENSMUST00000027601,ENSMUSP00000027601,train,True,24,mouse,known,NC3
1566,ENSMUST00000027602,ENSMUSP00000027602,train,True,24,mouse,known,NC3
1567,ENSMUST00000027615,ENSMUSP00000027615,val,True,24,mouse,known,NC3
1568,ENSMUST00000027623,ENSMUSP00000027623,train,True,24,mouse,known,NC3
1569,ENSMUST00000027626,ENSMUSP00000027626,train,True,24,mouse,known,NC3
1570,ENSMUST00000027629,ENSMUSP00000027629,train,True,24,mouse,known,NC3
1571,ENSMUST00000027655,ENSMUSP00000027655,train,True,24,mouse,known,NC3
1572,ENSMUST00000027684,ENSMUSP00000027684,val,True,24,mouse,known,NC3
1573,ENSMUST00000027687,ENSMUSP00000027687,train,True,24,mouse,known,NC3
1574,ENSMUST00000027693,ENSMUSP00000027693,train,True,24,mouse,known,NC3
1575,ENSMUST00000027697,ENSMUSP00000027697,train,True,24,mouse,known,NC3
1576,ENSMUST00000027725,ENSMUSP00000027725,train,True,24,mouse,known,NC3
1577,ENSMUST00000027726,ENSMUSP00000027726,train,True,24,mouse,known,NC3
1578,ENSMUST00000027727,ENSMUSP00000027727,train,True,24,mouse,known,NC3
1579,ENSMUST00000027743,ENSMUSP00000027743,train,True,24,mouse,known,NC3
1580,ENSMUST00000027752,ENSMUSP00000027752,train,True,24,mouse,known,NC3
1581,ENSMUST00000027768,ENSMUSP00000027768,val,True,24,mouse,known,NC3
1582,ENSMUST00000027777,ENSMUSP00000027777,train,True,24,mouse,known,NC3
1583,ENSMUST00000027780,ENSMUSP00000027780,val,True,24,mouse,known,NC3
1584,ENSMUST00000027783,ENSMUSP00000027783,val,True,24,mouse,known,NC3
1585,ENSMUST00000027792,nan,val,True,24,mouse,known,NC3
1586,ENSMUST00000027797,ENSMUSP00000027797,val,True,24,mouse,known,NC3
1587,ENSMUST00000027802,ENSMUSP00000027802,test,True,24,mouse,known,NC3
1588,ENSMUST00000027810,ENSMUSP00000027810,train,True,24,mouse,known,NC3
1589,ENSMUST00000027846,ENSMUSP00000027846,train,True,24,mouse,known,NC3
1590,ENSMUST00000027853,ENSMUSP00000027853,val,True,24,mouse,known,NC3
1591,ENSMUST00000027863,ENSMUSP00000027863,train,True,24,mouse,known,NC3
1592,ENSMUST00000027866,ENSMUSP00000027866,train,True,24,mouse,known,NC3
1593,ENSMUST00000027876,ENSMUSP00000027876,train,True,24,mouse,known,NC3
1594,ENSMUST00000027877,ENSMUSP00000027877,train,True,24,mouse,known,NC3
1595,ENSMUST00000027888,ENSMUSP00000027888,train,True,24,mouse,known,NC3
1596,ENSMUST00000027897,ENSMUSP00000027897,train,True,24,mouse,known,NC3
1597,ENSMUST00000027921,ENSMUSP00000027921,train,True,24,mouse,known,NC3
1598,ENSMUST00000027940,ENSMUSP00000027940,train,True,24,mouse,known,NC3
1599,ENSMUST00000027956,ENSMUSP00000027956,train,True,24,mouse,known,NC3
1600,ENSMUST00000027961,ENSMUSP00000027961,train,True,24,mouse,known,NC3
1601,ENSMUST00000027970,ENSMUSP00000027970,train,True,24,mouse,known,NC3
1602,ENSMUST00000027974,ENSMUSP00000027974,test,True,24,mouse,known,NC3
1603,ENSMUST00000027975,ENSMUSP00000027975,test,True,24,mouse,known,NC3
1604,ENSMUST00000027980,ENSMUSP00000027980,train,True,24,mouse,known,NC3
1605,ENSMUST00000027986,ENSMUSP00000027986,train,True,24,mouse,known,NC3
1606,ENSMUST00000028000,ENSMUSP00000028000,test,True,24,mouse,known,NC3
1607,ENSMUST00000028004,ENSMUSP00000028004,train,True,24,mouse,known,NC3
1608,ENSMUST00000028017,ENSMUSP00000028017,val,True,24,mouse,known,NC3
1609,ENSMUST00000028049,ENSMUSP00000028049,test,True,24,mouse,known,NC3
1610,ENSMUST00000028052,ENSMUSP00000028052,val,True,24,mouse,known,NC3
1611,ENSMUST00000028059,ENSMUSP00000028059,train,True,24,mouse,known,NC3
1612,ENSMUST00000028062,ENSMUSP00000028062,train,True,24,mouse,known,NC3
1613,ENSMUST00000028071,ENSMUSP00000028071,train,True,24,mouse,known,NC3
1614,ENSMUST00000028076,ENSMUSP00000028076,train,True,24,mouse,known,NC3
1615,ENSMUST00000028080,ENSMUSP00000028080,train,True,24,mouse,known,NC3
1616,ENSMUST00000028083,ENSMUSP00000028083,train,True,24,mouse,known,NC3
1617,ENSMUST00000028087,ENSMUSP00000028087,train,True,24,mouse,known,NC3
1618,ENSMUST00000028098,ENSMUSP00000028098,train,True,24,mouse,known,NC3
1619,ENSMUST00000028100,ENSMUSP00000028100,train,True,24,mouse,known,NC3
1620,ENSMUST00000028102,ENSMUSP00000028102,train,True,24,mouse,known,NC3
1621,ENSMUST00000028105,ENSMUSP00000028105,train,True,24,mouse,known,NC3
1622,ENSMUST00000028117,ENSMUSP00000028117,test,True,24,mouse,known,NC3
1623,ENSMUST00000028119,ENSMUSP00000028119,val,True,24,mouse,known,NC3
1624,ENSMUST00000028135,ENSMUSP00000028135,val,True,24,mouse,known,NC3
1625,ENSMUST00000028137,ENSMUSP00000028137,train,True,24,mouse,known,NC3
1626,ENSMUST00000028139,ENSMUSP00000028139,train,True,24,mouse,known,NC3
1627,ENSMUST00000028148,ENSMUSP00000028148,val,True,24,mouse,known,NC3
1628,ENSMUST00000028160,ENSMUSP00000028160,test,True,24,mouse,known,NC3
1629,ENSMUST00000028162,ENSMUSP00000028162,train,True,24,mouse,known,NC3
1630,ENSMUST00000028167,ENSMUSP00000028167,train,True,24,mouse,known,NC3
1631,ENSMUST00000028199,ENSMUSP00000028199,train,True,24,mouse,known,NC3
1632,ENSMUST00000028200,ENSMUSP00000028200,train,True,24,mouse,known,NC3
1633,ENSMUST00000028205,ENSMUSP00000028205,train,True,24,mouse,known,NC3
1634,ENSMUST00000028225,ENSMUSP00000028225,train,True,24,mouse,known,NC3
1635,ENSMUST00000028229,ENSMUSP00000028229,train,True,24,mouse,known,NC3
1636,ENSMUST00000028238,ENSMUSP00000028238,train,True,24,mouse,known,NC3
1637,ENSMUST00000028241,ENSMUSP00000028241,train,True,24,mouse,known,NC3
1638,ENSMUST00000028250,ENSMUSP00000028250,train,True,24,mouse,known,NC3
1639,ENSMUST00000028257,ENSMUSP00000028257,train,True,24,mouse,known,NC3
1640,ENSMUST00000028259,ENSMUSP00000028259,train,True,24,mouse,known,NC3
1641,ENSMUST00000028278,ENSMUSP00000028278,test,True,24,mouse,known,NC3
1642,ENSMUST00000028279,ENSMUSP00000028279,train,True,24,mouse,known,NC3
1643,ENSMUST00000028280,ENSMUSP00000028280,train,True,24,mouse,known,NC3
1644,ENSMUST00000028286,ENSMUSP00000028286,train,True,24,mouse,known,NC3
1645,ENSMUST00000028332,ENSMUSP00000028332,train,True,24,mouse,known,NC3
1646,ENSMUST00000028341,ENSMUSP00000028341,train,True,24,mouse,known,NC3
1647,ENSMUST00000028342,ENSMUSP00000028342,train,True,24,mouse,known,NC3
1648,ENSMUST00000028349,ENSMUSP00000028349,val,True,24,mouse,known,NC3
1649,ENSMUST00000028351,ENSMUSP00000028351,train,True,24,mouse,known,NC3
1650,ENSMUST00000028361,ENSMUSP00000028361,train,True,24,mouse,known,NC3
1651,ENSMUST00000028362,ENSMUSP00000028362,train,True,24,mouse,known,NC3
1652,ENSMUST00000028368,ENSMUSP00000028368,train,True,24,mouse,known,NC3
1653,ENSMUST00000028382,ENSMUSP00000028382,train,True,24,mouse,known,NC3
1654,ENSMUST00000028392,ENSMUSP00000028392,train,True,24,mouse,known,NC3
1655,ENSMUST00000028408,ENSMUSP00000028408,train,True,24,mouse,known,NC3
1656,ENSMUST00000028475,ENSMUSP00000028475,train,True,24,mouse,known,NC3
1657,ENSMUST00000028499,ENSMUSP00000028499,train,True,24,mouse,known,NC3
1658,ENSMUST00000028509,ENSMUSP00000028509,train,True,24,mouse,known,NC3
1659,ENSMUST00000028511,ENSMUSP00000028511,train,True,24,mouse,known,NC3
1660,ENSMUST00000028517,ENSMUSP00000028517,test,True,24,mouse,known,NC3
1661,ENSMUST00000028551,ENSMUSP00000028551,train,True,24,mouse,known,NC3
1662,ENSMUST00000028553,ENSMUSP00000028553,train,True,24,mouse,known,NC3
1663,ENSMUST00000028554,ENSMUSP00000028554,train,True,24,mouse,known,NC3
1664,ENSMUST00000028583,ENSMUSP00000028583,train,True,24,mouse,known,NC3
1665,ENSMUST00000028584,ENSMUSP00000028584,val,True,24,mouse,known,NC3
1666,ENSMUST00000028592,ENSMUSP00000028592,train,True,24,mouse,known,NC3
1667,ENSMUST00000028595,ENSMUSP00000028595,train,True,24,mouse,known,NC3
1668,ENSMUST00000028599,ENSMUSP00000028599,train,True,24,mouse,known,NC3
1669,ENSMUST00000028603,ENSMUSP00000028603,train,True,24,mouse,known,NC3
1670,ENSMUST00000028607,ENSMUSP00000028607,train,True,24,mouse,known,NC3
1671,ENSMUST00000028608,ENSMUSP00000028608,train,True,24,mouse,known,NC3
1672,ENSMUST00000028610,ENSMUSP00000028610,train,True,24,mouse,known,NC3
1673,ENSMUST00000028617,ENSMUSP00000028617,train,True,24,mouse,known,NC3
